Bankrupt?, Non-industry income and expenditure/revenue, Persistent EPS in the Last Four Seasons, Interest Expense Ratio, Debt ratio %, Borrowing dependency, Working Capital to Total Assets, Quick Assets/Total Assets, Cash/Total Assets, Inventory/Working Capital, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Net Income to Total Assets
0,0.303016717,0.203554883,0.628951316,0.146748496,0.377159275,0.752991982,0.102841764,0.014953766,0.279715691,0.923742746,0.002098267,0.029878824,0.772908885
0,0.303466277,0.224260187,0.631321489,0.092057925,0.372166913,0.7469121,0.180028692,0.026006422,0.276034241,0.942045501,0.002284709,0.053100818,0.812973644
0,0.303543379,0.228420157,0.630964987,0.03609759,0.369875392,0.839002275,0.28056936,0.106296004,0.277244487,0.943096297,0.002505647,0.021203559,0.830176405
0,0.303694924,0.220572941,0.631503678,0.089578861,0.3719712,0.819444466,0.219245901,0.007991229,0.277367591,0.937685848,0.00236163,0.020951194,0.812100285
1,0.30325769,0.177838707,0.629275284,0.219608792,0.392590414,0.703730256,0.316573275,0.008266417,0.276486186,0.908947698,0.002083504,0.053089553,0.750430839
1,0.303477395,0.202514891,0.64852365,0.228890165,0.396528161,0.673325141,0.105993835,0.011060914,0.276849113,0.868460717,0.002162379,0.022401707,0.787081562
0,0.303414553,0.21102392,0.635145409,0.208241376,0.38402489,0.697045111,0.227059469,0.02307052,0.276840068,0.908330179,0.002230174,0.055344203,0.796022666
0,0.303547246,0.225394724,0.631549568,0.116848565,0.37558015,0.785427201,0.341625721,0.006430036,0.27729502,0.93747354,0.002348642,0.026124487,0.814102144
0,0.303621931,0.218209322,0.631230737,0.06233939,0.370535225,0.799890751,0.344784958,0.1099419,0.277113147,0.937101764,0.002269939,0.029797683,0.802923478
0,0.303474978,0.218682046,0.63249476,0.124104363,0.37531398,0.826180808,0.480039533,0.009640278,0.277269769,0.934730337,0.002259819,0.040701109,0.803065744
0,0.303743022,0.213576629,0.631589636,0.122622971,0.376271296,0.753131107,0.060887681,0.001818174,0.278683137,0.938233789,0.00231643,0.030237273,0.811257383
0,0.303212493,0.209794838,0.628333174,0.139281071,0.377688259,0.752031074,0.124182432,0.034649948,0.285606868,0.927407109,0.002185512,0.044445132,0.784384879
0,0.303448633,0.2149948,0.63401289,0.147201983,0.377008296,0.784658594,0.21637351,0.042104213,0.277494884,0.930539498,0.002241368,0.026885666,0.797743521
0,0.303508332,0.215372979,0.633241325,0.095383499,0.372061787,0.821157204,0.235861818,0.055163022,0.277259971,0.932102119,0.002246707,0.022711197,0.798173898
0,0.303583742,0.212253002,0.632810167,0.08008586,0.373058246,0.80096655,0.233810832,0.025434432,0.277134163,0.934363318,0.002295431,0.014152417,0.80137157
0,0.303441623,0.221612934,0.631229024,0.118874142,0.374405871,0.773200226,0.190353483,0.004233507,0.277561367,0.932853038,0.002293237,0.053386544,0.815731085
0,0.30440576,0.220667486,0.631236901,0.06902077,0.372736159,0.746585922,0.114648343,0.054515238,0.275815177,0.942100288,0.002513785,0.009311912,0.811426301
0,0.303528877,0.225489269,0.631308475,0.08664631,0.373331126,0.801107925,0.246683999,0.049665261,0.277360374,0.945429866,0.002300537,0.042633752,0.81356776
0,0.303502531,0.228325612,0.631594088,0.137981074,0.377794503,0.751569315,0.20799927,0.018552171,0.2943653,0.938496381,0.002420103,0.018240739,0.816256592
0,0.303489721,0.222842016,0.631025602,0.091150951,0.371372877,0.79592654,0.267970699,0.084808266,0.277374691,0.935180058,0.00225333,0.084879324,0.807572629
0,0.303528877,0.220572941,0.630616704,0.094234665,0.369637181,0.775479414,0.105126038,0.008047887,0.277089004,0.94055514,0.002307992,0.023460446,0.806666538
0,0.303491172,0.222842016,0.630916357,0.099676512,0.370670547,0.855304513,0.552129742,0.13360494,0.277064873,0.937669899,0.002298718,0.043792261,0.813580403
0,0.303395701,0.225772903,0.631849564,0.14194153,0.375735602,0.76454758,0.242457571,0.051390454,0.277811069,0.937543557,0.002270799,0.058327857,0.809900026
0,0.303480295,0.219532949,0.63399611,0.201106509,0.388924428,0.736628546,0.41925756,0.09986268,0.276515318,0.939119704,0.002259442,0.022561731,0.799841684
0,0.303439448,0.218492956,0.633433789,0.184660036,0.38553915,0.741778104,0.35218295,0.008639337,0.275231457,0.932966188,0.00226804,0.030003088,0.802637951
0,0.30315666,0.212442091,0.617627841,0.15421592,0.378099816,0.732740421,0.095486646,0.014188683,0.276667209,0.9211574,0.002183842,0.028967961,0.78812564
0,0.303420112,0.223882008,0.631300941,0.091604438,0.372056195,0.739914837,0.187122295,0.033585921,0.276724586,0.941752414,0.002283234,0.04929908,0.811328898
0,0.303444765,0.221612934,0.631138615,0.051848717,0.371134666,0.820765492,0.327415425,0.114842024,0.277201915,0.937410454,0.00234534,0.024983799,0.812826429
0,0.303671721,0.221896568,0.631356077,0.093902107,0.371953306,0.797277117,0.225298321,0.00884665,0.27746306,0.936300905,0.002379095,0.015704432,0.809661363
1,0.303051763,0.200151272,0.625067807,0.21035765,0.392383517,0.715123509,0.087235067,0.005559438,0.276685938,0.920882488,0.002028516,0.01597916,0.777094466
1,0.303501323,0.206013047,0.638738853,0.235299453,0.405124999,0.662359963,0.255993314,0.020326853,0.276842241,0.91282594,0.002196441,0.020195192,0.791982245
1,0.302759791,0.084239387,0.630522527,0.321371346,0.262035237,0.692375034,0.566755117,0.210915212,0.276830357,0.841966378,0.002003273,0.203706253,0.525650952
1,0.303466035,0.175002364,0.629853358,0.221452973,0.391787431,0.676279736,0.227439327,0.04992772,0.276693295,0.915031112,0.002107568,0.06889951,0.746585997
0,0.303450808,0.215656613,0.634265626,0.202859993,0.38224446,0.72385504,0.220753014,0.03029461,0.276698673,0.903544494,0.002234856,0.056916081,0.797585081
0,0.303501565,0.22095112,0.631739976,0.141548508,0.37787167,0.76716291,0.259888602,0.016028416,0.278448389,0.936347817,0.002282743,0.028336349,0.804705531
0,0.303550146,0.215089345,0.631123204,0.041630136,0.369637181,0.820679032,0.339912626,0.099152341,0.277073197,0.942043664,0.00223773,0.03167794,0.797389747
0,0.303462651,0.218871135,0.628856112,0.122411343,0.374532246,0.846880272,0.471314054,0.033919963,0.277177895,0.928823726,0.002192329,0.044972547,0.786042687
0,0.303599936,0.210551196,0.632257435,0.116213683,0.37558015,0.755503983,0.068480986,0.00217961,0.277960916,0.934188186,0.002268437,0.031204175,0.802978469
0,0.303404643,0.21698024,0.632716333,0.152099646,0.379104104,0.756146613,0.204884782,0.041460898,0.27847921,0.931638648,0.002258968,0.040546409,0.802836624
0,0.303427363,0.210645741,0.624429802,0.158388004,0.378454336,0.756244703,0.207000486,0.038855129,0.279541457,0.929574206,0.002195138,0.026621944,0.790519359
0,0.303531777,0.215751158,0.631935179,0.100553255,0.372762999,0.834827305,0.321956606,0.091954131,0.277203541,0.933718216,0.002265075,0.019879244,0.800033865
0,0.303469902,0.20884939,0.629610553,0.0857998,0.373364677,0.790630965,0.270834288,0.067773623,0.277294296,0.927521695,0.002062391,0.011845128,0.784318912
0,0.303435339,0.222558381,0.631116012,0.113311364,0.374562441,0.800599525,0.200373752,0.004262318,0.277342234,0.932855984,0.002271218,0.050070674,0.808047123
0,0.303849611,0.218114777,0.631384844,0.065423104,0.372542682,0.758027888,0.091544775,0.003930078,0.277649471,0.941790765,0.002430834,0.006372529,0.803444357
0,0.303461201,0.220100217,0.631979356,0.140006651,0.377393012,0.803408187,0.262620872,0.035977881,0.277295855,0.940692863,0.002256828,0.044735553,0.802988533
0,0.303517275,0.234943746,0.630925946,0.102790459,0.374286206,0.781432705,0.189061078,0.027102603,0.277755684,0.942619685,0.002553258,0.016922462,0.827984673
0,0.3035151,0.225772903,0.630666703,0.082081204,0.370275765,0.799205296,0.240102386,0.082648357,0.277369796,0.939887837,0.002268783,0.099098533,0.818485753
0,0.303661811,0.219816583,0.630635882,0.098497445,0.369637181,0.775306441,0.122193873,0.00494094,0.277079738,0.940056133,0.002293074,0.024625739,0.805047866
0,0.303513166,0.236078283,0.630678004,0.0941742,0.370900929,0.889190131,0.640967061,0.240895478,0.277067481,0.942446954,0.002365603,0.035397841,0.824062232
0,0.303500598,0.227569254,0.631151286,0.129032258,0.374071481,0.75648257,0.275985692,0.049102648,0.278728058,0.938416026,0.002292506,0.050330362,0.814382786
0,0.303487304,0.218587501,0.634200559,0.196662333,0.388757792,0.776495597,0.357002136,0.131184267,0.277560736,0.939490544,0.002251912,0.022670436,0.798860819
0,0.303475703,0.226907441,0.632020109,0.182060042,0.384182579,0.731955277,0.318564902,0.021844578,0.27599967,0.935860147,0.002326798,0.023770793,0.809426008
0,0.303671962,0.216885695,0.633413241,0.156664752,0.378162444,0.727951678,0.082744068,0.007775609,0.276700542,0.932608836,0.00225382,0.026763713,0.799686702
0,0.303543137,0.232485582,0.63073862,0.089337002,0.371386297,0.767330451,0.31024738,0.046968846,0.277139444,0.947071789,0.002344596,0.044004249,0.825485714
0,0.303484887,0.223598374,0.630946494,0.040058046,0.37081146,0.85496143,0.370730531,0.184053794,0.27713075,0.937759735,0.002369599,0.021795989,0.813768817
0,0.303863388,0.223692919,0.630832454,0.071862624,0.370833827,0.809688727,0.18474956,0.023053227,0.277325312,0.937901496,0.002417257,0.016102206,0.813607337
1,0.303504465,0.198354921,0.629581444,0.185083291,0.381058998,0.765877741,0.51293891,0.004204832,0.278029061,0.920323044,0.002152243,0.058540223,0.769318031
0,0.30315666,0.216507516,0.630162258,0.199232095,0.380509883,0.751703079,0.17602784,0.033954606,0.284430149,0.890634803,0.002168588,0.083284302,0.766035222
0,0.303516067,0.21896568,0.63220949,0.138918282,0.37773523,0.771370284,0.268791843,0.014218391,0.278057962,0.935490858,0.002260198,0.024362035,0.800260527
0,0.303530327,0.215467524,0.63073588,0.048704538,0.369637181,0.836160279,0.405268662,0.149971409,0.27706123,0.942644715,0.002242248,0.031824876,0.798238385
0,0.303513891,0.211118465,0.627381817,0.147020588,0.37784483,0.814059608,0.428562654,0.007362738,0.277521036,0.929281716,0.002195032,0.030866749,0.789635775
0,0.303694924,0.220856576,0.631146491,0.130211325,0.376993757,0.75395297,0.068109171,0.004134722,0.278483529,0.935256306,0.002311605,0.023488075,0.807176089
0,0.303438965,0.215845703,0.633714949,0.159688001,0.380571393,0.724331437,0.172027194,0.059433657,0.276429135,0.932474784,0.002239141,0.039548182,0.798076143
0,0.303576975,0.211402099,0.633548513,0.161108928,0.379165614,0.773373941,0.210499713,0.038818966,0.277434248,0.929809936,0.002240798,0.022421382,0.797369558
0,0.303509299,0.214427531,0.62513493,0.112706715,0.37342395,0.841506676,0.39161,0.106420829,0.277170852,0.931455733,0.002214404,0.021372543,0.7939996
0,0.303581567,0.209983927,0.629999247,0.091936995,0.373503354,0.792269445,0.355577998,0.056637187,0.277259133,0.926685637,0.002074156,0.013713405,0.783431474
0,0.303470385,0.228892881,0.6307191,0.104181153,0.373316588,0.802903455,0.219741955,0.006449691,0.277362917,0.937256539,0.002315932,0.051153897,0.821700552
0,0.304372406,0.229176515,0.630908138,0.059255676,0.372026,0.761156601,0.092139821,0.007233986,0.277574907,0.948081249,0.002454992,0.013596135,0.813863909
0,0.303481987,0.218871135,0.631772852,0.12528343,0.375376608,0.799490482,0.207648392,0.035958446,0.27749266,0.941712687,0.002250929,0.045452689,0.801531632
0,0.303526218,0.22709653,0.63100026,0.110681138,0.374602702,0.790800395,0.206864305,0.033977102,0.277469578,0.939097145,0.00246822,0.014721951,0.816487687
0,0.30353081,0.232485582,0.630653005,0.093025365,0.370924414,0.78204296,0.215968611,0.089059468,0.277535428,0.94295667,0.002287885,0.094118698,0.827878672
0,0.303470627,0.2149948,0.630686908,0.047827796,0.369637181,0.773878309,0.104923392,0.008618155,0.277086184,0.939296757,0.002237972,0.02791587,0.797257394
0,0.303568757,0.224165642,0.630741017,0.091453276,0.37143886,0.873377522,0.554655794,0.059757415,0.277097628,0.942993144,0.002353544,0.032766466,0.819658694
0,0.303523801,0.229554694,0.63075951,0.120778789,0.373075022,0.768692026,0.286293694,0.042962938,0.277767556,0.941180331,0.002317477,0.047041326,0.820055304
0,0.303568274,0.223692919,0.632532431,0.195815824,0.388174008,0.783779498,0.364182121,0.151494276,0.277333628,0.941691237,0.002272696,0.023426242,0.801809219
0,0.303522351,0.228609246,0.63133279,0.160987998,0.379728149,0.750246662,0.373950178,0.03245725,0.201019529,0.93727788,0.002345796,0.02618692,0.813709224
0,0.303921396,0.219343859,0.631712237,0.159325211,0.378279872,0.737868245,0.076821171,0.01175541,0.276495476,0.934138241,0.002290731,0.023493047,0.804306892
0,0.303532502,0.231351045,0.630687251,0.070804487,0.370081171,0.780738836,0.28788438,0.085323515,0.277077656,0.943543262,0.002343222,0.045685949,0.826247035
0,0.303505432,0.220100217,0.631054027,0.09211839,0.374115097,0.829889251,0.290568343,0.142006336,0.277152405,0.935067187,0.002348308,0.016083865,0.807092788
0,0.303859279,0.221802023,0.630819098,0.081385857,0.371381824,0.814712471,0.197971428,0.027913279,0.277364884,0.937744832,0.00238009,0.015570893,0.809635499
1,0.303419145,0.22511109,0.632880029,0.19176467,0.381969343,0.749584605,0.246189825,0.008967566,0.244752812,0.934494715,0.002291123,0.025392313,0.805041237
1,0.303433406,0.214616621,0.641335735,0.196390241,0.38626273,0.729383528,0.08604906,0.012239141,0.276738445,0.931547845,0.002243898,0.006608918,0.796483203
0,0.303817223,0.237590999,0.631414981,0.134564803,0.377516032,0.757691301,0.084872156,0.017114877,0.278074318,0.940010767,0.002639494,0.010715876,0.821649762
0,0.303702416,0.252434528,0.631347516,0.131662485,0.3767466,0.760386149,0.131433085,0.016781613,0.278081291,0.943071757,0.002599172,0.013676661,0.825518796
0,0.303564648,0.208093032,0.65646498,0.09369048,0.373530195,0.756169518,0.128251572,0.034954906,0.277578697,0.931717332,0.00221301,0.018490605,0.79411053
0,0.303385307,0.201096719,0.629720826,0.14801826,0.374650792,0.737458293,0.217794113,0.013444309,0.276314352,0.924905685,0.002109033,0.025863837,0.777633778
0,0.303511716,0.220383852,0.631660183,0.115336941,0.373875768,0.802469638,0.302793966,0.023103422,0.277386556,0.934534782,0.002288545,0.024101141,0.804214862
0,0.303531777,0.211496644,0.630579718,0.027360401,0.369637181,0.818660604,0.259879664,0.033930604,0.277102553,0.936722179,0.002180106,0.016822989,0.791033964
0,0.303526218,0.216129337,0.630612594,0.048553375,0.369637181,0.810589624,0.221506797,0.053978851,0.277170946,0.932266767,0.002253104,0.017873769,0.79836826
0,0.303488996,0.230594687,0.630809509,0.063911479,0.371724042,0.782680791,0.235755827,0.010186416,0.277256005,0.944796324,0.002691793,0.01029279,0.823788524
0,0.303533469,0.217074785,0.630676977,0.061190555,0.369637181,0.810045538,0.176578511,0.027308939,0.277395216,0.935500775,0.002265522,0.030799885,0.802361524
0,0.303481987,0.215940248,0.631560527,0.141608973,0.376518454,0.772950692,0.17992642,0.076403962,0.277223479,0.935612599,0.002357819,0.021654703,0.812159515
0,0.303649484,0.216696606,0.633124546,0.110771835,0.37533411,0.780335365,0.198165592,0.035808817,0.277212464,0.933508571,0.002306036,0.012300135,0.801425262
0,0.303531052,0.217831143,0.631772168,0.104362548,0.373501117,0.803355858,0.392354038,0.115407971,0.277236762,0.940632554,0.002285664,0.020800608,0.802731335
0,0.303124756,0.181431408,0.630369789,0.138011307,0.376540821,0.696534784,0.176364434,0.035870606,0.276771431,0.896988131,0.00192155,0.042225696,0.719703518
0,0.303421804,0.208282122,0.654476651,0.153701968,0.378010347,0.744675475,0.242064064,0.038437434,0.276050218,0.930078706,0.002212008,0.033834616,0.79239256
0,0.303488755,0.20487851,0.630234175,0.115609033,0.372957594,0.778115712,0.153374891,0.069737919,0.277531686,0.927051004,0.002077176,0.017202295,0.780554329
0,0.303541203,0.218776591,0.631424912,0.077032379,0.371992449,0.810611279,0.338578285,0.030617237,0.277133385,0.934835229,0.002301104,0.024894823,0.806317964
0,0.303636433,0.221045665,0.6307191,0.092571878,0.369740071,0.865739501,0.686689106,0.521109465,0.277061852,0.957603554,0.002867568,0.021026254,0.874451641
0,0.304328658,0.221802023,0.630830742,0.088671887,0.373319943,0.840712926,0.341649096,0.050045616,0.277012282,0.946518295,0.003076304,0.007807106,0.834655161
0,0.303672204,0.247234566,0.631603677,0.139069444,0.377817989,0.751800419,0.07733198,0.008579369,0.289253765,0.940005629,0.002612905,0.010900319,0.820394363
0,0.304080192,0.241278245,0.631321146,0.124346222,0.376352937,0.73819695,0.198103853,0.052106549,0.276221098,0.94283092,0.002640555,0.016050762,0.834540474
0,0.303526943,0.22908197,0.630833824,0.083109109,0.372370455,0.826787788,0.421184238,0.16303986,0.277089888,0.941547257,0.00252386,0.017744445,0.826485765
0,0.303519209,0.231161955,0.631380735,0.144904314,0.37718276,0.784733359,0.416696002,0.062853544,0.27737282,0.940977775,0.002347189,0.03180923,0.817782345
0,0.303480537,0.226623806,0.631233134,0.08676724,0.37074324,0.855924294,0.280451077,0.030340028,0.277359837,0.948291057,0.002370787,0.020707085,0.813022466
0,0.303548454,0.237780089,0.631002657,0.111376485,0.372542682,0.839296125,0.374458025,0.041812942,0.277386295,0.951351477,0.002396913,0.036216669,0.831351886
0,0.303498181,0.212442091,0.624126724,0.107446262,0.373675581,0.779839062,0.304146607,0.105382958,0.27772311,0.939561351,0.002212824,0.040850039,0.791851948
1,0.303523318,0.207809398,0.626939357,0.162046135,0.377511558,0.737201424,0.136982077,0.011839115,0.275622441,0.909745325,0.002140814,0.02164235,0.784648939
0,0.303741572,0.243830954,0.631049575,0.120174139,0.37594809,0.779392824,0.174130659,0.008115258,0.277250299,0.941294675,0.002747096,0.009563317,0.824914279
0,0.303632324,0.237023731,0.631179367,0.1311183,0.37664371,0.779332161,0.141374245,0.006428483,0.27730515,0.941093086,0.002548938,0.010891489,0.816293759
0,0.303514616,0.217074785,0.631805044,0.088490492,0.372925162,0.800192112,0.23746687,0.035690086,0.27711023,0.932900561,0.002303263,0.010755979,0.800562579
0,0.303520901,0.212063912,0.634944384,0.151162439,0.375120503,0.790510581,0.227381287,0.012598129,0.277199518,0.928539736,0.002231578,0.015771496,0.796094757
0,0.303609121,0.226718351,0.630856769,0.144511292,0.377072043,0.835999006,0.411176063,0.169365647,0.277162468,0.936813058,0.002407912,0.015286668,0.811876396
0,0.303602836,0.221045665,0.630671155,0.063216132,0.371028422,0.809823823,0.340157667,0.008888219,0.277104164,0.93701903,0.002455015,0.011800751,0.81149996
0,0.303503015,0.211307554,0.62932905,0.109562536,0.372737277,0.830177957,0.353070472,0.025839074,0.277160313,0.929953336,0.0021894,0.018006401,0.791668826
0,0.30345685,0.219911128,0.631016698,0.091936995,0.373312114,0.762854559,0.277535469,0.010759308,0.277574698,0.938541378,0.002421963,0.011222774,0.808565728
0,0.303517275,0.241845514,0.630612252,0.068839375,0.369637181,0.859991632,0.428475976,0.071517257,0.277181513,0.944778193,0.002490646,0.024288588,0.833022416
0,0.303135391,0.204783965,0.62966021,0.201771624,0.383786679,0.751484002,0.163369629,0.004313979,0.283051661,0.91591844,0.002103731,0.036633949,0.768874463
0,0.303744472,0.220289307,0.631107793,0.079118421,0.372456568,0.786779333,0.124072002,0.003360493,0.277154885,0.937197138,0.00248062,0.00719127,0.806505
0,0.30350519,0.221612934,0.631102999,0.087764912,0.371752001,0.834748779,0.349907966,0.070749331,0.277158184,0.93915298,0.00230954,0.022858558,0.806598562
0,0.303644167,0.2149948,0.634238915,0.106176497,0.373610717,0.718915607,0.122628357,0.008191713,0.276674225,0.860211343,0.002236327,0.015768151,0.796533251
0,0.303678005,0.242790962,0.630828002,0.110741603,0.372850231,0.761926145,0.205466229,0.033591095,0.277321874,0.943531167,0.002501361,0.023093264,0.832646979
0,0.303834142,0.209227569,0.630977315,0.121474136,0.37313094,0.791079985,0.196952653,0.091236639,0.277315042,0.938041638,0.00243671,0.011670245,0.810076813
0,0.303620722,0.224071098,0.630901631,0.102276506,0.37369683,0.815781274,0.312539107,0.033661668,0.277114638,0.937403161,0.00235972,0.021500152,0.812283065
0,0.303539995,0.218020233,0.630634512,0.076790519,0.370366353,0.863427662,0.57462889,0.257405075,0.277100487,0.943051861,0.002362238,0.02179809,0.812830944
0,0.303635466,0.214616621,0.631750935,0.091483508,0.373501117,0.820115637,0.246759995,0.01496295,0.277054318,0.940513351,0.002342756,0.007701516,0.801033204
0,0.303687189,0.248558192,0.631055054,0.122532273,0.376066636,0.783658909,0.128589023,0.002853674,0.27734996,0.946288332,0.00286967,0.008087457,0.826253737
0,0.30347667,0.217642054,0.632730031,0.108232306,0.37431752,0.765873218,0.238100029,0.015395133,0.277287194,0.935463179,0.002271908,0.017745719,0.800304955
0,0.303538786,0.227001985,0.630624238,0.085225383,0.372029355,0.802441895,0.406710586,0.114733698,0.277194318,0.940014804,0.002504135,0.016066211,0.82174213
0,0.303574074,0.230689231,0.630975946,0.113795084,0.3742493,0.799266558,0.355121597,0.062754337,0.277157644,0.940454915,0.002411105,0.020993928,0.818215489
0,0.303622172,0.233336485,0.630699237,0.090304441,0.371369522,0.827100383,0.316763857,0.070253937,0.277366388,0.953329515,0.002540998,0.014772396,0.822854384
0,0.303486096,0.236078283,0.630828002,0.120264837,0.372785366,0.848092544,0.461902713,0.019530791,0.277251124,0.948544772,0.002369732,0.032899878,0.822873508
0,0.303544829,0.219060225,0.630879029,0.104785803,0.372130007,0.770632494,0.333713058,0.056235597,0.277429935,0.94167272,0.002284704,0.02850631,0.805085451
1,0.303491413,0.209794838,0.628886248,0.189739094,0.38223775,0.761252295,0.472804178,0.038191669,0.279162054,0.929417374,0.002157516,0.015428529,0.789399545
0,0.303929855,0.264630803,0.630767044,0.102488134,0.374248182,0.788674002,0.174573878,0.016028241,0.27720381,0.948519733,0.003279774,0.007425355,0.841615583
0,0.303942665,0.25961993,0.63080677,0.115276476,0.375062349,0.783201453,0.18822329,0.017567255,0.277300403,0.945670681,0.0029817,0.008985705,0.835514861
0,0.303583259,0.215372979,0.631035876,0.102790459,0.3737315,0.84620708,0.438310706,0.168456666,0.27707059,0.936674055,0.002398532,0.014037812,0.809803967
0,0.303268083,0.201853077,0.630279037,0.150648487,0.375009786,0.830806857,0.393977118,0.059643628,0.277102271,0.92532005,0.002117625,0.027787322,0.777670406
0,0.303662294,0.229554694,0.630781428,0.119116002,0.374949394,0.806006415,0.27020778,0.058071864,0.277258991,0.938087397,0.002405116,0.01824426,0.814659311
0,0.303588093,0.224260187,0.630624238,0.040360371,0.369637181,0.832376687,0.35235264,0.047333845,0.277061383,0.941129609,0.002579228,0.010037855,0.816480568
0,0.303507365,0.216602061,0.632344077,0.126976449,0.374763746,0.871583078,0.412089959,0.029879377,0.277138033,0.93257186,0.002253722,0.021026682,0.798872187
0,0.303479812,0.210456651,0.630133491,0.09964628,0.373620782,0.76855958,0.282842725,0.067378472,0.277507036,0.930975103,0.00207119,0.010741023,0.785955339
0,0.303563198,0.232296492,0.630612252,0.064788221,0.369637181,0.863203943,0.460664731,0.11047764,0.277144476,0.942387039,0.002489269,0.019419738,0.825434719
0,0.303558847,0.21896568,0.63210504,0.151253137,0.377245388,0.756495953,0.127362326,0.000935978,0.278359922,0.924961476,0.002312517,0.013228161,0.802340881
0,0.303668337,0.223220195,0.630770469,0.068567282,0.371585366,0.778183283,0.109879788,0.009159559,0.277261496,0.940965173,0.002655645,0.006462832,0.812064216
0,0.303607187,0.225489269,0.630820126,0.081204462,0.371143613,0.830778097,0.320383485,0.081047735,0.277144736,0.941174501,0.002393577,0.016961759,0.812197795
